row_id,item_role,stage176_cohort,intervention_type,frame_label,frame_prediction,frame_logit,frame_probability,frame_head_projection,representation_movement_from_none,centroid_prediction,centroid_correct,native_error_direction,matched_control_row_id,scalar_source
generated_fact_055__none,hard,harmful_regression,none,1,0,-0.6304675936698914,0.34740450978279114,-1.1362354755401611,0.0,0,False,compatible_false_negative,generated_fact_045__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_086__none,hard,harmful_regression,none,1,0,-0.32809653878211975,0.4187038540840149,-0.6183516979217529,0.0,0,False,compatible_false_negative,reef_protection__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_090__none,hard,harmful_regression,none,1,0,-0.6144053936004639,0.35105493664741516,-1.1087250709533691,0.0,0,False,compatible_false_negative,generated_fact_118__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_146__none,hard,harmful_regression,none,1,0,-0.2902115285396576,0.4279520809650421,-0.5534644722938538,0.0,0,False,compatible_false_negative,generated_fact_089__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_195__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.5529495477676392,0.3651803731918335,-1.003467082977295,11.31016731262207,0,False,compatible_false_negative,generated_fact_227__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_230__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.455825537443161,0.38797658681869507,-0.83711838722229,10.244771003723145,0,False,compatible_false_negative,generated_fact_257__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_240__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.23256896436214447,0.44211840629577637,-0.4547373950481415,10.406290054321289,0,False,compatible_false_negative,generated_fact_166__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_262__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.03357614204287529,0.4916067123413086,-0.11391416937112808,9.299331665039062,0,False,compatible_false_negative,generated_fact_285__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_274__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.2241073101758957,0.44420644640922546,-0.4402449131011963,10.82304573059082,0,False,compatible_false_negative,generated_fact_297__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
generated_fact_287__polarity_flip,hard,harmful_regression,polarity_flip,1,0,-0.33283570408821106,0.41755083203315735,-0.6264687180519104,10.203622817993164,0,False,compatible_false_negative,generated_fact_161__polarity_flip,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
language_program__paraphrase,hard,harmful_regression,paraphrase,1,0,-0.6545320153236389,0.34196898341178894,-1.177451491355896,2.0871856212615967,0,False,compatible_false_negative,generated_fact_075__paraphrase,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
museum_purchase__none,hard,harmful_regression,none,1,0,-0.4341762363910675,0.39312952756881714,-0.8000388145446777,0.0,0,False,compatible_false_negative,generated_fact_115__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
reef_protection__location_swap,hard,beneficial_correction,location_swap,0,1,0.09144534170627594,0.5228453874588013,0.10021552443504333,1.572277307510376,0,True,incompatible_false_positive,generated_fact_055__location_swap,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
satellite_launch__none,hard,harmful_regression,none,1,0,-0.43736767768859863,0.3923683762550354,-0.8055051565170288,0.0,0,False,compatible_false_negative,generated_fact_083__none,"{""centroid_correct"": ""stage180a_pass2"", ""centroid_prediction"": ""stage180a_pass2"", ""frame_head_projection"": ""stage180a_pass2"", ""frame_label"": ""stage180a_pass2"", ""frame_logit"": ""stage180a_pass2"", ""frame_prediction"": ""stage180a_pass2"", ""frame_probability"": ""stage180a_pass2"", ""representation_movement_from_none"": ""stage180a_pass2""}"
