seed,stable_row_id,id,source_row_id,dev_position,transition_role,intervention_type,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six,path_class,joint_tail3_status,intervention_tail3_status,tail3_prediction_pattern,margin_direction_concordant,prediction_pattern_concordant,intervention_tail3_stable_support,selected_checkpoint_agrees_with_tail3_role,tail3_joint_frame,tail3_intervention_frame,tail3_delta_frame,terminal_delta_frame_sign,first_terminal_sign_stable_epoch_frame,tail3_joint_predicate,tail3_intervention_predicate,tail3_delta_predicate,terminal_delta_predicate_sign,first_terminal_sign_stable_epoch_predicate,tail3_joint_sufficiency,tail3_intervention_sufficiency,tail3_delta_sufficiency,terminal_delta_sufficiency_sign,first_terminal_sign_stable_epoch_sufficiency,tail3_joint_polarity,tail3_intervention_polarity,tail3_delta_polarity,terminal_delta_polarity_sign,first_terminal_sign_stable_epoch_polarity,tail3_joint_entitlement,tail3_intervention_entitlement,tail3_delta_entitlement,terminal_delta_entitlement_sign,first_terminal_sign_stable_epoch_entitlement,tail3_joint_margin,tail3_intervention_margin,tail3_delta_margin,terminal_delta_margin_sign,first_terminal_sign_stable_epoch_margin,tail3_frame_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_frame,tail3_predicate_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_predicate,tail3_sufficiency_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_sufficiency,tail3_polarity_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_polarity,tail3_entitlement_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_entitlement,tail3_composition_pass_transition_frequencies,first_persistent_boundary_divergence_epoch_composition
184,reef_protection__none,reef_protection__none,reef_protection__none,48,harm,none,false,false,false,false,FRAME_ENTITLEMENT_LOSS,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"{""intervention"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",true,true,false,true,0.6009909311930338,0.409533550341924,-0.19145738085110983,negative,10,0.6424650152524313,0.44531964262326557,-0.19714537262916565,negative,10,0.9954816897710165,0.9918455481529236,-0.003636141618092855,negative,4,3.5154507160186768,2.9123359521230063,-0.6031147638956705,negative,5,0.38892418146133423,0.18243292470773062,-0.2064912567536036,negative,10,0.8028203845024109,-0.27318209409713745,-1.0760024785995483,negative,10,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":1.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",12,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.6666666666666666,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":1.0,""STABLE_PASS"":0.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":1.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",12
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,false,false,false,false,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,STABLE_SUPPORT,UNSTABLE,"{""intervention"":[""REFUTE"",""SUPPORT"",""SUPPORT""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",false,true,false,false,0.7071426709493002,0.935436487197876,0.22829381624857584,positive,18,0.8394987980524699,0.8861516118049622,0.04665281375249227,positive,,0.9948625167210897,0.9929722547531128,-0.001890261967976888,negative,4,3.184112866719564,1.1749502817789714,-2.0091625849405923,negative,14,0.5930217007795969,0.8220812877019247,0.22905958692232767,positive,18,1.7169574002424877,1.917645663022995,0.20068826278050741,positive,19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.3333333333333333,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.3333333333333333,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",
184,generated_fact_115__paraphrase,generated_fact_115__paraphrase,generated_fact_115__paraphrase,241,harm,paraphrase,false,false,false,false,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,STABLE_SUPPORT,UNSTABLE,"{""intervention"":[""REFUTE"",""SUPPORT"",""SUPPORT""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",false,true,false,false,0.6784031987190247,0.934065043926239,0.25566184520721436,positive,18,0.7356285651524862,0.881548543771108,0.14591997861862183,positive,14,0.9947421153386434,0.9905331333478292,-0.004208981990814209,negative,10,3.1899778048197427,0.9410496155420939,-2.248928189277649,negative,14,0.5014143983523051,0.8145744999249777,0.31316010157267254,positive,16,1.3085337380568187,1.8379295368989308,0.5293957988421122,positive,19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.3333333333333333,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.3333333333333333,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",
184,generated_fact_128__paraphrase,generated_fact_128__paraphrase,generated_fact_128__paraphrase,289,harm,paraphrase,false,false,false,false,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,STABLE_SUPPORT,UNSTABLE,"{""intervention"":[""REFUTE"",""REFUTE"",""SUPPORT""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",false,true,false,false,0.42747639616330463,0.9747293790181478,0.5472529828548431,positive,16,0.7806689143180847,0.905138631661733,0.12446971734364827,positive,14,0.9950804114341736,0.9909360607465109,-0.004144350687662761,negative,4,3.417020797729492,-0.46044329802195233,-3.8774640957514444,negative,7,0.33657210568586987,0.8739056587219238,0.537333553036054,positive,15,0.5150472323099772,1.2920739029844601,0.7770266706744829,positive,19,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.6666666666666666,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",
184,generated_fact_166__polarity_flip,generated_fact_166__polarity_flip,generated_fact_166__polarity_flip,431,harm,polarity_flip,false,false,false,false,FRAME_ENTITLEMENT_LOSS,STABLE_SUPPORT,UNSTABLE,"{""intervention"":[""SUPPORT"",""NOT_ENTITLED"",""NOT_ENTITLED""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",true,true,false,true,0.5878957509994507,0.4361601074536641,-0.15173564354578653,negative,14,0.6193854908148447,0.4477735062440236,-0.17161198457082114,negative,20,0.9945770700772604,0.9910212953885397,-0.003555774688720703,negative,4,3.4909942944844565,2.9224580923716226,-0.5685362021128336,negative,7,0.36978306869665784,0.19927478830019632,-0.1705082803964615,negative,14,0.7039961417516073,-0.1979085902372996,-0.9019047319889069,negative,14,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":1.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",15,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.3333333333333333,""STABLE_FAIL"":0.3333333333333333,""STABLE_PASS"":0.3333333333333333}",20,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.3333333333333333,""STABLE_FAIL"":0.6666666666666666,""STABLE_PASS"":0.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.6666666666666666,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",19
184,generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,generated_fact_285__polarity_flip,683,harm,polarity_flip,false,false,false,false,COMPOSITION_DIVERGENCE_WITHOUT_LOCAL_BOUNDARY,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"{""intervention"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""],""joint"":[""SUPPORT"",""SUPPORT"",""SUPPORT""]}",true,true,false,true,0.5765069822470347,0.34196797013282776,-0.23453901211420694,negative,12,0.6619369586308798,0.44070400794347125,-0.22123295068740845,negative,10,0.995010495185852,0.9905339479446411,-0.0044765472412109375,negative,4,3.438427766164144,2.8951851526896157,-0.543242613474528,negative,5,0.38521849115689594,0.1523649493853251,-0.23285354177157083,negative,10,0.7422359585762024,-0.40686148405075073,-1.1490974426269531,negative,10,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.6666666666666666,""STABLE_FAIL"":0.3333333333333333,""STABLE_PASS"":0.0}",20,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.6666666666666666,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.3333333333333333,""STABLE_FAIL"":0.6666666666666666,""STABLE_PASS"":0.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":1.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",12
184,museum_purchase__paraphrase,museum_purchase__paraphrase,museum_purchase__paraphrase,13,recovery,paraphrase,false,false,false,false,MULTI_CHANNEL_CONFLICT,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,"{""intervention"":[""SUPPORT"",""SUPPORT"",""SUPPORT""],""joint"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]}",true,true,true,true,0.18530439833799997,0.8785087863604227,0.6932043880224228,positive,11,0.5989986956119537,0.8098938663800558,0.21089517076810202,positive,13,0.9918224414189657,0.9899581472078959,-0.001864294211069743,negative,10,3.299319585164388,2.489248593648275,-0.8100709915161133,negative,7,0.11502213031053543,0.7032628059387207,0.5882406756281853,positive,12,-0.5242132296164831,1.858231355746587,2.38244458536307,positive,13,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",16,"{""FAIL_TO_PASS"":0.3333333333333333,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",17,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18
184,satellite_launch__paraphrase,satellite_launch__paraphrase,satellite_launch__paraphrase,25,recovery,paraphrase,true,true,true,true,MULTI_CHANNEL_CONFLICT,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,"{""intervention"":[""SUPPORT"",""SUPPORT"",""SUPPORT""],""joint"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]}",true,true,true,false,0.22480798761049905,0.8417033950487772,0.6168954074382782,positive,8,0.5133046507835388,0.6576315959294637,0.1443269451459249,positive,18,0.9935928583145142,0.992516835530599,-0.001076022783915202,negative,4,3.4291698932647705,2.6639602184295654,-0.7652096748352051,negative,7,0.11918193971117337,0.547261635462443,0.42807969575126964,positive,11,-0.4876172294219335,1.2605371177196503,1.7481543471415837,positive,11,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",17,"{""FAIL_TO_PASS"":0.6666666666666666,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.6666666666666666,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.3333333333333333,""STABLE_PASS"":0.0}",,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18
184,language_program__paraphrase,language_program__paraphrase,language_program__paraphrase,61,recovery,paraphrase,false,false,false,false,MULTI_CHANNEL_CONFLICT,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,"{""intervention"":[""SUPPORT"",""SUPPORT"",""SUPPORT""],""joint"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]}",true,true,true,true,0.2888171374797821,0.8368773659070333,0.5480602284272512,positive,11,0.42437857389450073,0.7298334836959839,0.30545490980148315,positive,12,0.9943068027496338,0.9919938445091248,-0.002312958240509033,negative,4,3.4929049015045166,2.581812302271525,-0.9110925992329916,negative,7,0.1293997031946977,0.6052732268969218,0.4758735237022241,positive,11,-0.42853929102420807,1.497561792532603,1.926101083556811,positive,13,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18,"{""FAIL_TO_PASS"":0.6666666666666666,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.3333333333333333}",19,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.6666666666666666,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.3333333333333333,""STABLE_PASS"":0.0}",,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18
184,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,false,false,false,false,MULTI_CHANNEL_CONFLICT,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,"{""intervention"":[""SUPPORT"",""SUPPORT"",""SUPPORT""],""joint"":[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]}",true,true,true,true,0.21519933144251505,0.9149918158849081,0.699792484442393,positive,11,0.6062658627827963,0.7982367078463236,0.19197084506352743,positive,14,0.994179348150889,0.9927871823310852,-0.0013921658198038738,negative,4,3.413797458012899,2.114056666692098,-1.2997407913208008,negative,5,0.1342231755455335,0.7235274712244669,0.5893042956789335,positive,13,-0.4215018649895986,1.8404993017514546,2.262001166741053,positive,14,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",16,"{""FAIL_TO_PASS"":0.3333333333333333,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.6666666666666666}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":0.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":1.0}",,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",17,"{""FAIL_TO_PASS"":1.0,""PASS_TO_FAIL"":0.0,""STABLE_FAIL"":0.0,""STABLE_PASS"":0.0}",18
